,title,price,asin,imageURLHighRes,ratings
3055,Loma Linda - Plant-Based - Super Links (96 oz.) &ndash; Kosher,$5.34,B012F2RIHS,"['https://images-na.ssl-images-amazon.com/images/I/61YSraMp8KL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51e0eQNbAxL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31XxDWTkEaL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61veFXChrBL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51oIx%2Bk05bL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51bXoD7QDfL.jpg']",4.2272727272727275
3056,Loma Linda Linketts (20 oz.),$5.34,B012F2QTJ6,"['https://images-na.ssl-images-amazon.com/images/I/51UAe81kLcL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51rPRoIO8gL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/317ncULhyjL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61L%2BwoA0SLL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51B9Dvj99gL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51nOpCqMqfL.jpg']",4.28
3057,Loma Linda - Plant-Based - Chili (20 oz.) &ndash; Kosher,$3.82,B012F2QJU0,"['https://images-na.ssl-images-amazon.com/images/I/51MhiFxxQWL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51inVWgMUwL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31JCUXSB0HL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61gPMswOaPL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51CsPkMXTxL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51zPIkTKAVL.jpg']",4.097560975609756
3058,Loma Linda - Plant-Based - Vegetable Skallops (20 oz.) &ndash; Kosher,$6.20,B012F2SBGK,"['https://images-na.ssl-images-amazon.com/images/I/51Q608QJ9OL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61YgeNQ6CpL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31w2qH4VrrL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61YbG2pdaFL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Fh7YLqFWL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51UbHFAPoDL.jpg']",4.3023255813953485
3059,Loma Linda Big Franks (20 oz.),$10.41,B012F2QI6K,"['https://images-na.ssl-images-amazon.com/images/I/51S3j0fGiKL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/516udnqFq4L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31bauhC-%2B2L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61TK9qRLUcL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51wcueJDOcL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51tY2L436TL.jpg']",4.130434782608695
3060,Loma Linda - Plant-Based - Veja-Links (19 oz.) &ndash; Kosher,$5.34,B012F2T65A,"['https://images-na.ssl-images-amazon.com/images/I/511SPA6XPeL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/612AHUHIRcL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/315NBU7ZbtL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/610j7pLt0BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51lXEZHvPmL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Xuu%2BtkVZL.jpg']",4.631578947368421
3061,Loma Linda - Plant-Based - Saucettes (19 oz.) &ndash; Kosher,$5.34,B012F2RAR6,"['https://images-na.ssl-images-amazon.com/images/I/51ajy7XHCnL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51iJU4g%2BAEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31voIX7CHSL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/616E-QN%2BHAL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51k8BQjkdkL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51VQgNLElyL.jpg']",3.717948717948718
3062,Loma Linda Little Links (19 oz.),$4.88,B012F2QWLG,"['https://images-na.ssl-images-amazon.com/images/I/51LDlpO2H6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/612DH7-sscL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31d%2BRM5fuPL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61qWtLG4sUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51exVd-NOsL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ml0Gr9-IL.jpg']",4.235294117647059
3063,Loma Linda - Plant-Based - Vegetable Steaks (20 oz.) &ndash; Kosher,$5.34,B012F2SKHA,"['https://images-na.ssl-images-amazon.com/images/I/510Kd9foLbL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61QOY4esUbL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31E7mZ2aKcL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61qBEXcHXtL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51DE8KtdizL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51vzlV4cGiL.jpg']",3.0
3064,Loma Linda Tender Bits (19 oz.),$5.34,B012F2RW4C,"['https://images-na.ssl-images-amazon.com/images/I/51MtJRoGQpL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61vzvK31pwL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31HKPrH7SKL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61L6ZYb3r3L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51%2BDKrgMDSL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/517bGe4Bf6L.jpg']",4.0
3065,Loma Linda - Plant-Based - Vegetarian Burger (20 oz.) &ndash; Kosher,$5.34,B012F2SV6K,"['https://images-na.ssl-images-amazon.com/images/I/51ChLA3hQNL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61G2MBFkoaL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31bP5RaV9KL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61RwQoMdthL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Ela6OoTXL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51yShcYfoLL.jpg']",4.090909090909091
3066,Loma Linda Redi-Burger (19 oz.),$5.34,B012F2R83W,"['https://images-na.ssl-images-amazon.com/images/I/514lbZLfYkL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/513NQGipZ%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31yD6LhPx0L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/614Ds6LCCAL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51GF2kYBSQL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51lpEKNMqlL.jpg']",3.2857142857142856
3067,Loma Linda Big Franks (96 oz.),$24.82,B012F2QIII,"['https://images-na.ssl-images-amazon.com/images/I/51VOsONHAmL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/516udnqFq4L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31uyYGiPUGL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51KjlKLK8RL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51LsfepBYtL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/514AaRtm%2BXL.jpg']",4.444444444444445
3068,"Gold Bond Ultimate Healing Skin Therapy Lotion for Dry Skin Aloe, 14 Ounce Body Lotion for Rough, Dry Skin with Aloe",$7.74,B012FV01HI,['https://images-na.ssl-images-amazon.com/images/I/31GXJ5gen8L.jpg'],4.60655737704918
3069,"Gold Bond Medicated Body Lotion, 14 Ounce",$6.68,B012FUX9RS,"['https://images-na.ssl-images-amazon.com/images/I/41Elo8i2xFL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31GRO9LCDCL.jpg']",5.0
3070,"Nasacort Allergy 24 Hour Nasal Spray, 16.9 ml (2 Bottles), Provides Relief for Allergy Symptoms Including Nasal Congestion, Sneezing, Runny Nose, Itchy Nose, Alcohol and Scent Free Nasal Spray",$29.96,B012FV7WPW,"['https://images-na.ssl-images-amazon.com/images/I/51KWf9ATS3L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/413uRPkXzoL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51c4h2uyteL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Anb-pt4DL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/315mO%2BBavUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51jQHMBr5aL.jpg']",4.571428571428571
3071,"Pantene Pro-V Color Revival Conditioner, 20 Fluid Ounce",$6.99,B012GJNC20,"['https://images-na.ssl-images-amazon.com/images/I/41H-iADZxYL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51yoISb567L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Bd-8uPnyL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/5180scxzypL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51B3bFiI1oL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31SFNByhdKL.jpg']",4.75
3072,Old Spice Fiji 2-in-1 Shampoo and Conditioner 12 Fl Oz,$3.97,B012GK0NO4,"['https://images-na.ssl-images-amazon.com/images/I/41UXaoNkm6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51XU1NrxkFL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41uvx4Ds2zL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51UyF5zZP2L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51-EC9adTDL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51VdlyADMBL.jpg']",4.714285714285714
3073,Head and Shoulders Old Spice 2-in-1 Anti-Dandruff Shampoo + Conditioner 13.5 Fl Oz,$5.38,B012GJFOH6,"['https://images-na.ssl-images-amazon.com/images/I/4196GNtJInL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Qb73kKnrL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51mmE03BHJL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/618v%2BGyMSaL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41WQjH1sPKL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51srk2Of4hL.jpg']",4.5
3074,"Pantene Pro-V Smooth &amp; Sleek Conditioner, 12 fl oz(Packaging May Vary)",$3.94,B012GJXGG2,"['https://images-na.ssl-images-amazon.com/images/I/41LGAUE-m2L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51O8-4r9TNL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51amqlBO4GL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51SjJklLAoL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51XkJ889mJL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51K2Jzv4a8L.jpg']",4.0
3075,"Pantene Pro-V Sheer Volume Shampoo, 12.6 fl oz(Packaging May Vary)",$4.28,B012GKCMFW,"['https://images-na.ssl-images-amazon.com/images/I/41qPj2r5G5L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51rwecq8IEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41oEdZlEL9L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51K2Jzv4a8L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51amqlBO4GL.jpg']",4.294117647058823
3076,"Herbal Essences Blowout Smooth Shampoo, 10.1 Ounce",$3.11,B012GK6OOM,"['https://images-na.ssl-images-amazon.com/images/I/41dl4v9h6xL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31bblH%2BKkiL.jpg']",4.75
3077,Pantene Pro-V Anti-Breakage Shampoo 12.6 Fluid Ounce,$4.11,B012GK9MS2,"['https://images-na.ssl-images-amazon.com/images/I/41WVHrj3NlL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51amqlBO4GL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/518Ulq39X9L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Tm9ayBEqL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41oEdZlEL9L.jpg']",3.5714285714285716
3078,Old Spice Wolfthorn 2-in-1 Shampoo and Conditioner 12 Fl Oz,$4.92,B012GJM4S8,"['https://images-na.ssl-images-amazon.com/images/I/51egKc6WE7L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51bkwVd8sZL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51V5lKpatcL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/518O62GZFQL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51XU1NrxkFL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51MS%2BFdl73L.jpg']",4.681818181818182
3079,"Hyland's Calms Forte' Sleep Aid Tablets, Natural Relief of Nervous Tension and Occasional Sleeplessness, 100 Quick Dissolving Tablets",$6.29,B012H5RIEG,['https://images-na.ssl-images-amazon.com/images/I/31DuSrT1mRL.jpg'],4.314285714285714
3080,"Gold Bond Medicated Powder Containers, 10 Ounce",$6.97,B012H5QUZY,['https://images-na.ssl-images-amazon.com/images/I/31aRNa-N53L.jpg'],4.848484848484849
3081,"Always Discreet Incontinence Underwear for Women, Maximum Absorbency, Classic Cut, Extra-Large, 45 count",$32.87,B012H5R1K2,"['https://images-na.ssl-images-amazon.com/images/I/51I6xzR44PL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/6189YPWaZqL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51GEBKf3pZL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41%2BUtGxH%2BIL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51atDmPCilL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51HbNCZOijL.jpg']",4.0
3082,"Dynarex Nitrile Exam Glove Non-Latex Powder Free, Large, 100 Count",$8.64,B012H5RD3M,['https://images-na.ssl-images-amazon.com/images/I/31jBPCDygeL.jpg'],4.705882352941177
3083,"Senokot Regular Strength, 100 Tablets, Natural Vegetable Laxative Ingredient senna for Gentle Dependable Overnight Relief of Occasional Constipation",$19.98,B012H5VJSW,"['https://images-na.ssl-images-amazon.com/images/I/514sTeykhXL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51izbabe%2BZL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51rku4QyodL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51EjnOSPq7L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51je5j20HPL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51W63DtFOSL.jpg']",4.9
3084,"GoodSense All Day Pain Relief, Naproxen Sodium Caplets, 220 mg, 400 Count",$24.46,B012H5VPQ8,"['https://images-na.ssl-images-amazon.com/images/I/41GNQOUYU1L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61BLBCUPtiL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ioRHXicsL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/411a4H2U-aL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Jt4zxqfKL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31-t-uF4gpL.jpg']",4.833333333333333
3085,"Listerine Gentle Gum Care Interdental Floss for Sensitive Gums, Oral Care, Mint, 50 Yards",$2.45,B012O4WHU0,"['https://images-na.ssl-images-amazon.com/images/I/51I0TZyNtEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Afb5hidvL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51YLT-Ap6LL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41-AIfQYQVL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51VL3AqaaFL.jpg']",4.525
3086,"Listerine Naturals Anticavity Fluoride Mouthwash, Oral Care To Prevent Cavities, Kill Bad Breath Germs and Restore Tooth Enamel, Herbal Mint, 1 L",$6.43,B012O4Z360,"['https://images-na.ssl-images-amazon.com/images/I/41JnVb%2BUoYL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41pf07XYKbL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41X-YFQRPNL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41qRkCQDEeL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41FqUGgQIoL.jpg']",3.7096774193548385
3087,"Listerine Cool Mint Antiseptic Mouthwash for Bad Breath, Plaque and Gingivitis, 250 ml",$2.99,B012O4Y9HE,"['https://images-na.ssl-images-amazon.com/images/I/51T6wkW3oxL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41jQNwn8q%2BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51IazfizeJL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/410UPbXk04L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41fkeACetPL.jpg']",4.6
3088,"Listerine Healthy White Restoring Fluoride Mouth Rinse, Anticavity Mouthwash for Teeth Whitening, Bad Breath and Enamel Restoration, Clean Mint, 16 fl. Oz",$5.97,B012O51CUK,"['https://images-na.ssl-images-amazon.com/images/I/414FISWpSaL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41SV7exMi1L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Y3Djjxl1L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41aSb5a48zL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41r98NvNCiL.jpg']",5.0
3089,"Listerine Total Care Whitening Mouthwash, 6 Benefit Fluoride Anticavity Mouthwash for Stain Removal and Bad Breath, Fresh Mint Flavor, 16 fl. oz",$5.97,B012O52Q6Y,"['https://images-na.ssl-images-amazon.com/images/I/51475ox2IAL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/417-7Sa3p0L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51SCxhPo9KL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/418Js00y-xL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31yqV3HBfOL.jpg']",3.6857142857142855
3090,"Listerine Cool Mint Pocketpaks Breath Strips Kills Bad Breath Germs, 24-Strip Pack, 3 Pack",$3.97,B012O57M3Q,"['https://images-na.ssl-images-amazon.com/images/I/41zMqZA5CJL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41FiBcX3kmL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/415KhOYG2pL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Tz3S7jKFL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/4153FoTQVnL.jpg']",4.676724137931035
3091,"Reach Waxed Dental Floss For Plaque And Food Removal, Refreshing Mint Flavor, 220 Yards",$3.53,B012O5ABZC,"['https://images-na.ssl-images-amazon.com/images/I/41VTzOKrW8L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Kjfi-Ku0L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41w8sVd-ilL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41QDCoeTw6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41j6a62uZjL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31lIpoEQfDL.jpg']",4.508196721311475
3092,"Reach Cleanburst Waxed Dental Floss, Oral Care, Cinnamon Flavored, 55 Yards",$1.49,B012O59OQO,"['https://images-na.ssl-images-amazon.com/images/I/41P2-JVFbyL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41yo8HrFDNL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41rZMni89XL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41an9MZBpiL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41x1FQpJDbL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31pzbIWA7kL.jpg']",4.586206896551724
3093,"Listerine Healthy White Anticavity Peroxide-Free Fluoride Mouthwash, Gentle Mouth Rinse for Teeth Whitening, Stain Remover and Bad Breath, Clean Mint, 16 fl. oz",$6.08,B012O4YOB0,"['https://images-na.ssl-images-amazon.com/images/I/41DVb%2BUhzYL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/416bXBVi4OL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/410I2r9K8LL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41V0NWmSJUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41kCRJ9hOWL.jpg']",3.810810810810811
3094,"Listerine Cool Mint Interdental Floss For A Cleaner, Healthier Mouth, Oral Care, 55 Yards",$2.45,B012O4VOX6,"['https://images-na.ssl-images-amazon.com/images/I/41SsWS90e-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41sh8gfOK5L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41wEIqxjZaL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41SJGAvf4XL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31lFNaZjwdL.jpg']",4.0
3095,"Freshburst Listerine Antiseptic Mouthwash, 250 ml",$2.97,B012O50IEQ,"['https://images-na.ssl-images-amazon.com/images/I/4145mcFWReL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41v8XOnb3jL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41DDXf0EtNL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41jkzCd8bPL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41fJaMTf4CL.jpg']",4.111111111111111
3096,"Listerine Cool Heat Pocketpaks Breath Strips for Oral Care, Kills Bad Breath Germs to Freshen Breath, Cinnamon Flavor, 24-Strip Pack, 3 Pack",$3.97,B012O574Q6,"['https://images-na.ssl-images-amazon.com/images/I/4174v-BlNJL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41akFqahgrL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51m1IVix1dL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41%2BRb19n%2BAL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41zJEVb1fZL.jpg']",4.547169811320755
3097,"Listerine Ultraclean Access Flosser + 8 Refill Dental Flosser Heads, Oral Care and Hygiene",$1.97,B012O4XCW2,"['https://images-na.ssl-images-amazon.com/images/I/417qRmmTnLL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41tJjnoRbDL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41w2Uu7nAnL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41wl5oWXjsL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41bumRxf14L.jpg']",4.709677419354839
3098,"Listerine Freshburst Pocketpaks Breath Strips, Kills Bad Breath Germs, Portable Pack, 24-Strip Pack, 3 Pack",$3.97,B012O5855A,"['https://images-na.ssl-images-amazon.com/images/I/41-DBn2Aw6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41EZtICKOfL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ratKLULEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41NB0OV3WoL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/419IV4Vsv9L.jpg']",4.63768115942029
3099,"Listerine Zero Alcohol Mouthwash, Less Intense Alcohol-Free Oral Care Formula for Bad Breath, Cool Mint Flavor, 1 l",$4.94,B012O55RE2,"['https://images-na.ssl-images-amazon.com/images/I/41yS-kUQikL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41-e8ip7npL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/417rGsyy4EL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41yAfdwYWdL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41JfyMCFaDL.jpg']",4.363636363636363
3100,"GoodSense Arthritis Pain Acetaminophen Extended-Release Tablets, 650 mg, 400 Count",$14.53,B012SAAC70,"['https://images-na.ssl-images-amazon.com/images/I/41Xu9p1vcEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61m-TZnVYuL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/317VRP8bMTL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/416kqQ0bXIL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Jt4zxqfKL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31ikbi09egL.jpg']",4.666666666666667
3101,"Prunelax Tablets, 150 Count",$16.99,B012SA2ZTI,"['https://images-na.ssl-images-amazon.com/images/I/51gUSxfqT5L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31s%2BAD4Kk7L.jpg']",4.758620689655173
3102,"Hyland's Leg Cramp Tablets, Natural Calf, Leg and Foot Cramp Relief, 100 Count",$11.18,B012SA93FM,"['https://images-na.ssl-images-amazon.com/images/I/41tewAIt7NL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41xrO3%2BI3uL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51seROh%2B0RL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51IGwi44XBL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51jjQnkz2OL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61E6tGt6hAL.jpg']",4.558139534883721
3103,"Tiger Balm Pain Relieving Patch, Large, 4 Count",$6.29,B012SABD46,['https://images-na.ssl-images-amazon.com/images/I/41e%2B%2BOpSxfL.jpg'],4.333333333333333
3104,"Ayr Saline Nasal Mist Spray, 1.69 Ounce",$2.87,B012SAMT1C,"['https://images-na.ssl-images-amazon.com/images/I/41PZ-hOCjSL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31T2xb6YmTL.jpg']",4.657894736842105
3105,"Pepcid Complete Acid Reducer + Antacid Chewable Tablets for Heartburn Relief, Mint Flavor, 50 ct.",$15.87,B012SAOKRI,"['https://images-na.ssl-images-amazon.com/images/I/41BSwwAkvQL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61RviBVzoVL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61lKdZi-lBL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41H-rBdUBsL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/415Y%2BpqJALL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31F0HssUCAL.jpg']",4.805555555555555
3106,"Prosacea Rosacea Treatment Gel, 0.75 Ounce",$8.88,B012SAKKB8,"['https://images-na.ssl-images-amazon.com/images/I/51gwxC8C8iL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61lQkyIY-fL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61i9lHvkagL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51nmtXBJxsL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/5125fQySzxL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/216eY88HJoL.jpg']",3.5161290322580645
3107,"Tampax Radiant Plastic Tampons, Super Absorbency, 16 Count,(Packaging May Vary)",$3.99,B012T9HLZ6,"['https://images-na.ssl-images-amazon.com/images/I/51LL0y0T9CL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/514KMTDFavL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51wSzYecA8L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51aVLmPafhL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51spUSYnViL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51qtB9gNJwL.jpg']",4.833333333333333
3108,"Organic Coffee Co. OneCup, Breakfast Blend, 36 Count- Single Serve Coffee, Compatible with Keurig K-cup Brewers, USDA Organic",$15.81,B012VGTIS0,['https://images-na.ssl-images-amazon.com/images/I/31q4EqxsV9L.jpg'],4.434782608695652
